OrderID;OrderDate;CustomerID;CustomerName;State;ZipCode;Brand;ProductID;ProductName;Category;SKU;Quantity;UnitPrice;Discount;TotalPrice;PaymentMethod;SalesChannel;ShippingCost
ORD000054;1/5/2025;C1692;Cliente_25355;LA;78165;Nike Golf;P001;Gorra;Accesorios;P001-6193;1;27,78;0;27,78;Gift Card;Online;13,43
ORD000055;21/7/2023;C6224;Cliente_72663;NC;23438;FootJoy;P001;Gorra;Accesorios;P001-9629;2;29,76;1,49;58,03;Credit Card;Online;5,42
ORD000056;27/12/2024;C8225;Cliente_73817;CA;58041;Ping;P004;Palo Hierro;Palos;P004-7847;1;139,80;0;139,8;Gift Card;Retail;8,44
ORD000057;27/5/2025;C4335;Cliente_17825;MN;49196;Nike Golf;P003;Palo Driver;Palos;P003-5975;1;406,22;0;406,22;PayPal;Online;6,66
ORD000058;4/3/2025;C2466;Cliente_31245;ME;43469;TaylorMade;P003;Palo Driver;Palos;P003-8391;1;388,68;0;388,68;Gift Card;Wholesale;4,8
ORD000059;13/6/2024;C1803;Cliente_46336;GA;13133;Titleist;P001;Gorra;Accesorios;P001-5003;1;27,39;0;27,39;Gift Card;Online;6,23
ORD000060;18/8/2025;C9700;Cliente_58485;AR;18822;Titleist;P002;Pelotas;Accesorios;P002-1504;1;18,49;0;18,49;PayPal;Online;6,07
ORD000061;26/12/2024;C6293;Cliente_76941;IA;74903;FootJoy;P003;Palo Driver;Palos;P003-8238;1;388,27;19,41;368,86;PayPal;Retail;11,22
ORD000062;27/5/2025;C5367;Cliente_12994;DE;65617;Under Armour;P002;Pelotas;Accesorios;P002-5503;1;20,78;0;20,78;Apple Pay;Online;8,42
ORD000063;7/2/2024;C3892;Cliente_16083;IA;10586;Callaway;P008;Camiseta;Ropa;P008-8370;1;45,87;0;45,87;Credit Card;Online;9,9
ORD000064;19/9/2023;C1804;Cliente_80235;NV;68828;Callaway;P006;Zapatos;Calzado;P006-4278;1;160,06;0;160,06;Credit Card;Online;12,26
ORD000065;13/7/2025;C1562;Cliente_38868;TX;14357;Cobra;P002;Pelotas;Accesorios;P002-7648;1;17,59;0;17,59;Apple Pay;Online;8,07
ORD000066;7/8/2023;C2682;Cliente_20974;TN;11938;Under Armour;P001;Gorra;Accesorios;P001-2635;2;29,68;1,48;57,88;PayPal;Online;12,39
ORD000067;10/4/2023;C2861;Cliente_44076;ME;69635;Ping;P002;Pelotas;Accesorios;P002-7828;1;20,97;0;20,97;Apple Pay;Online;10,75
ORD000068;6/9/2024;C8277;Cliente_88404;KS;51330;Nike Golf;P001;Gorra;Accesorios;P001-9540;1;28,44;4,27;24,17;Credit Card;Retail;8,3
ORD000069;18/10/2023;C6389;Cliente_51658;MA;35159;FootJoy;P007;Bolsa de golf;Bolsas;P007-7971;1;191,35;0;191,35;Gift Card;Online;11,84
ORD000070;6/7/2023;C3980;Cliente_19118;ND;70078;TaylorMade;P003;Palo Driver;Palos;P003-5020;1;398,53;0;398,53;Gift Card;Online;10,3
ORD000071;11/9/2024;C9783;Cliente_68512;KS;15409;FootJoy;P009;Pantalones;Ropa;P009-8747;1;58,75;0;58,75;PayPal;Retail;6,23
ORD000072;2/1/2023;C8816;Cliente_22342;MS;90494;Nike Golf;P006;Zapatos;Calzado;P006-1502;1;156,77;0;156,77;PayPal;Retail;0
ORD000073;11/8/2025;C1886;Cliente_52631;NE;44992;Under Armour;P008;Camiseta;Ropa;P008-1284;1;46,63;0;46,63;Apple Pay;Retail;0
ORD000074;10/12/2024;C6675;Cliente_49895;PA;59196;Nike Golf;P001;Gorra;Accesorios;P001-5754;2;28,37;0;56,74;Credit Card;Retail;5,83
ORD000075;13/12/2024;C4756;Cliente_63083;WA;59758;Nike Golf;P004;Palo Hierro;Palos;P004-2593;1;145,57;0;145,57;Apple Pay;Online;10,01
ORD000076;2/2/2025;C4380;Cliente_53950;LA;37790;Ping;P003;Palo Driver;Palos;P003-2853;1;401,33;0;401,33;Gift Card;Wholesale;2,13
ORD000077;27/1/2023;C8342;Cliente_87620;ID;97154;Ping;P008;Camiseta;Ropa;P008-7917;3;40,07;0;120,21;Gift Card;Online;6,53
ORD000078;13/6/2023;C3784;Cliente_25092;AZ;60519;Callaway;P001;Gorra;Accesorios;P001-8868;2;28,34;0;56,68;Apple Pay;Retail;3,95
ORD000079;31/7/2025;C2499;Cliente_94672;MD;76146;Nike Golf;P001;Gorra;Accesorios;P001-8434;1;29,52;0;29,52;Apple Pay;Online;8,18
ORD000080;20/5/2024;C6807;Cliente_27310;FL;49090;Callaway;P002;Pelotas;Accesorios;P002-3128;1;21,10;0;21,1;Credit Card;Retail;12,4
ORD000081;23/6/2024;C1174;Cliente_47980;UT;10005;Nike Golf;P002;Pelotas;Accesorios;P002-2934;1;20,00;0;20;Apple Pay;Retail;4,97
ORD000082;24/7/2025;C3665;Cliente_61327;IA;24115;TaylorMade;P008;Camiseta;Ropa;P008-6971;1;47,71;0;47,71;Apple Pay;Retail;0
ORD000083;5/3/2025;C1858;Cliente_22773;OR;11047;Callaway;P006;Zapatos;Calzado;P006-5388;1;150,21;0;150,21;Credit Card;Online;7,07
ORD000084;22/11/2023;C6828;Cliente_47354;ND;57513;Titleist;P007;Bolsa de golf;Bolsas;P007-4733;1;205,09;0;205,09;Credit Card;Online;4,49
ORD000085;3/2/2025;C8673;Cliente_65012;IA;78982;Under Armour;P009;Pantalones;Ropa;P009-8703;1;67,90;0;67,9;Credit Card;Retail;0
ORD000086;26/12/2023;C5516;Cliente_30154;LA;74841;Ping;P002;Pelotas;Accesorios;P002-9507;1;18,83;0;18,83;Gift Card;Online;13
ORD000087;14/10/2025;C5371;Cliente_16846;CA;76681;Nike Golf;P001;Gorra;Accesorios;P001-4841;1;28,55;0;28,55;Apple Pay;Retail;10,36
ORD000088;7/7/2025;C7242;Cliente_43561;NM;20135;Cobra;P002;Pelotas;Accesorios;P002-9513;1;19,54;0;19,54;Gift Card;Online;9,98
ORD000089;11/10/2023;C9129;Cliente_21561;MO;82474;Titleist;P001;Gorra;Accesorios;P001-4741;3;27,62;0;82,86;Apple Pay;Online;5,66
ORD000090;6/3/2024;C8159;Cliente_63256;WV;16661;Ping;P003;Palo Driver;Palos;P003-2864;1;385,30;0;385,3;Apple Pay;Online;6,87
ORD000091;19/1/2025;C9217;Cliente_87356;OR;83660;Callaway;P001;Gorra;Accesorios;P001-9038;1;28,28;0;28,28;Apple Pay;Online;5,8
ORD000092;22/3/2024;C8120;Cliente_19656;RI;10392;Under Armour;P001;Gorra;Accesorios;P001-5326;1;28,64;0;28,64;Gift Card;Retail;9,71
ORD000093;29/8/2024;C7698;Cliente_81586;NH;60282;Under Armour;P001;Gorra;Accesorios;P001-8328;2;26,99;0;53,98;Apple Pay;Retail;11,87
ORD000094;12/9/2025;C6583;Cliente_25493;AZ;54150;Under Armour;P001;Gorra;Accesorios;P001-4634;1;25,56;0;25,56;PayPal;Online;11,6
ORD000095;22/6/2024;C9901;Cliente_77903;MD;44799;Ping;P002;Pelotas;Accesorios;P002-4338;2;20,56;0;41,12;PayPal;Retail;0
ORD000096;23/7/2023;C6088;Cliente_46911;MT;60183;FootJoy;P001;Gorra;Accesorios;P001-7567;1;27,65;0;27,65;Credit Card;Retail;11,28
ORD000097;6/1/2024;C7742;Cliente_66152;OH;29261;TaylorMade;P009;Pantalones;Ropa;P009-7574;1;68,33;0;68,33;Apple Pay;Retail;9,82
ORD000098;7/7/2025;C7586;Cliente_43472;NC;57997;Titleist;P001;Gorra;Accesorios;P001-3252;1;28,53;0;28,53;Apple Pay;Online;5,62
ORD000099;13/3/2025;C8365;Cliente_25268;FL;13160;Callaway;P007;Bolsa de golf;Bolsas;P007-6163;1;200,26;20,03;180,23;Gift Card;Retail;0
ORD000100;15/4/2024;C2794;Cliente_90171;OR;80048;Under Armour;P002;Pelotas;Accesorios;P002-8641;2;20,90;3,13;38,67;Credit Card;Online;8,05
ORD000101;2/5/2023;C3390;Cliente_19459;HI;81265;Ping;P001;Gorra;Accesorios;P001-3469;2;27,29;0;54,58;Apple Pay;Online;7,06
ORD000102;27/9/2023;C7874;Cliente_36229;IN;40932;Nike Golf;P001;Gorra;Accesorios;P001-4048;1;27,01;1,35;25,66;Gift Card;Retail;9,92
ORD000103;3/4/2024;C7499;Cliente_58622;MA;20961;Titleist;P009;Pantalones;Ropa;P009-8753;1;66,80;0;66,8;Apple Pay;Online;7,65
ORD000104;11/5/2024;C4360;Cliente_22037;MA;45540;TaylorMade;P005;Guante;Accesorios;P005-5477;1;20,28;0;20,28;Gift Card;Online;5,25
ORD000105;2/6/2024;C5816;Cliente_80529;KS;96254;TaylorMade;P001;Gorra;Accesorios;P001-5514;2;28,35;0;56,7;PayPal;Retail;0
ORD000106;22/8/2025;C4325;Cliente_28887;MO;59736;Nike Golf;P005;Guante;Accesorios;P005-5348;2;21,70;0;43,4;Gift Card;Online;7,68
ORD000107;31/12/2024;C4807;Cliente_10642;ID;45611;Titleist;P009;Pantalones;Ropa;P009-2150;1;63,52;0;63,52;PayPal;Online;4,27
ORD000108;26/7/2023;C8605;Cliente_33137;CO;89192;Cobra;P007;Bolsa de golf;Bolsas;P007-9864;1;200,87;0;200,87;PayPal;Retail;0
ORD000109;26/5/2023;C6965;Cliente_43571;WV;65984;FootJoy;P001;Gorra;Accesorios;P001-5665;1;28,76;0;28,76;Apple Pay;Online;8,14
ORD000110;6/7/2025;C6065;Cliente_34324;LA;98673;Titleist;P002;Pelotas;Accesorios;P002-3970;1;20,03;0;20,03;Gift Card;Online;10,26
ORD000111;18/9/2025;C2404;Cliente_27809;LA;45686;FootJoy;P009;Pantalones;Ropa;P009-3187;1;70,53;0;70,53;PayPal;Online;5,81
ORD000112;7/10/2023;C2917;Cliente_25357;TN;48021;Cobra;P001;Gorra;Accesorios;P001-2629;2;29,22;0;58,44;PayPal;Retail;0
ORD000113;9/8/2024;C6328;Cliente_70516;ID;32851;FootJoy;P004;Palo Hierro;Palos;P004-5236;1;160,17;0;160,17;Gift Card;Retail;8,62
ORD000114;9/7/2025;C2411;Cliente_68675;LA;91822;TaylorMade;P001;Gorra;Accesorios;P001-3241;1;27,27;0;27,27;Gift Card;Online;14,66
ORD000115;17/11/2024;C8779;Cliente_90802;OK;42116;Cobra;P001;Gorra;Accesorios;P001-9089;2;27,13;0;54,26;PayPal;Online;4,86
ORD000116;31/1/2023;C2707;Cliente_24094;HI;28400;Cobra;P001;Gorra;Accesorios;P001-5642;1;26,72;2,67;24,05;Apple Pay;Online;6,97
ORD000117;13/6/2025;C3434;Cliente_85196;VA;60511;Cobra;P002;Pelotas;Accesorios;P002-6207;1;21,69;3,25;18,44;PayPal;Online;3,46
ORD000118;10/9/2025;C5511;Cliente_27662;LA;60223;FootJoy;P009;Pantalones;Ropa;P009-5500;1;69,63;0;69,63;Credit Card;Retail;11,29
ORD000119;18/11/2024;C6998;Cliente_43253;OK;77719;Under Armour;P005;Guante;Accesorios;P005-4435;1;22,04;0;22,04;PayPal;Online;7,58
ORD000120;15/9/2025;C8218;Cliente_40883;WV;35368;TaylorMade;P005;Guante;Accesorios;P005-6041;3;22,52;0;67,56;Credit Card;Online;6,28
ORD000121;17/8/2023;C3388;Cliente_84662;NH;79018;Nike Golf;P001;Gorra;Accesorios;P001-7834;1;27,50;0;27,5;Gift Card;Online;5,82
ORD000122;6/12/2024;C5839;Cliente_17370;SC;21475;Nike Golf;P008;Camiseta;Ropa;P008-9100;1;45,66;0;45,66;Apple Pay;Online;4,37
ORD000123;28/3/2025;C6761;Cliente_56106;VT;10814;FootJoy;P007;Bolsa de golf;Bolsas;P007-1809;1;214,14;0;214,14;Apple Pay;Online;10,65
ORD000124;25/8/2025;C6830;Cliente_77153;NV;75919;TaylorMade;P001;Gorra;Accesorios;P001-5830;1;27,54;0;27,54;Apple Pay;Wholesale;7,02
ORD000125;11/4/2025;C8509;Cliente_21911;VT;60939;TaylorMade;P002;Pelotas;Accesorios;P002-6305;1;18,75;0;18,75;Apple Pay;Retail;5,46
ORD000126;23/3/2023;C3843;Cliente_71683;NY;32471;Ping;P001;Gorra;Accesorios;P001-8189;2;27,44;0;54,88;Apple Pay;Online;5,16
ORD000127;7/10/2023;C7585;Cliente_75465;FL;97826;Cobra;P003;Palo Driver;Palos;P003-1537;1;388,91;0;388,91;PayPal;Wholesale;5,5
ORD000128;23/4/2023;C3435;Cliente_30867;WV;69118;Titleist;P001;Gorra;Accesorios;P001-1027;2;26,02;0;52,04;Gift Card;Retail;0
ORD000129;10/12/2024;C1113;Cliente_97025;KS;51627;Ping;P003;Palo Driver;Palos;P003-3349;1;393,13;0;393,13;Apple Pay;Online;5,23
ORD000130;4/4/2023;C1106;Cliente_82113;MD;40217;Nike Golf;P007;Bolsa de golf;Bolsas;P007-7892;1;191,42;0;191,42;Apple Pay;Online;10,41
ORD000131;27/3/2025;C5148;Cliente_40942;NH;89870;TaylorMade;P006;Zapatos;Calzado;P006-3182;1;154,50;0;154,5;PayPal;Wholesale;5,25
ORD000132;1/3/2024;C1574;Cliente_45591;VT;59884;FootJoy;P003;Palo Driver;Palos;P003-2041;1;409,81;0;409,81;Credit Card;Retail;0
ORD000133;18/10/2023;C5503;Cliente_29842;AR;56838;TaylorMade;P003;Palo Driver;Palos;P003-5469;1;391,61;0;391,61;Credit Card;Retail;0
ORD000134;25/3/2023;C5906;Cliente_14568;VT;72422;Nike Golf;P001;Gorra;Accesorios;P001-6298;1;26,96;0;26,96;Apple Pay;Online;10,14
ORD000135;4/8/2025;C7965;Cliente_53709;AZ;86741;Ping;P006;Zapatos;Calzado;P006-8393;1;159,18;0;159,18;Credit Card;Online;1,79
ORD000136;29/12/2024;C9680;Cliente_96450;WV;29255;Callaway;P001;Gorra;Accesorios;P001-1497;1;29,35;0;29,35;Credit Card;Online;8,66
ORD000137;12/10/2023;C6508;Cliente_15782;NY;62311;FootJoy;P004;Palo Hierro;Palos;P004-7612;1;158,71;0;158,71;Gift Card;Online;2,32
ORD000138;25/8/2023;C6311;Cliente_81354;VT;86421;Titleist;P003;Palo Driver;Palos;P003-8380;1;383,51;0;383,51;Apple Pay;Retail;0
ORD000139;4/5/2023;C9226;Cliente_30655;MO;63228;TaylorMade;P008;Camiseta;Ropa;P008-7850;1;46,05;0;46,05;PayPal;Online;4,73
ORD000140;29/4/2023;C5424;Cliente_70681;KS;78023;TaylorMade;P001;Gorra;Accesorios;P001-8908;1;28,39;4,26;24,13;Gift Card;Online;7,21
ORD000141;29/6/2023;C9332;Cliente_83064;GA;92894;Ping;P004;Palo Hierro;Palos;P004-4205;1;168,39;0;168,39;Gift Card;Retail;8,28
ORD000142;2/1/2025;C2737;Cliente_72468;ND;91333;Callaway;P007;Bolsa de golf;Bolsas;P007-8629;1;196,40;0;196,4;PayPal;Retail;3,63
ORD000143;5/1/2023;C2860;Cliente_34650;NV;21598;Under Armour;P005;Guante;Accesorios;P005-2265;2;21,20;0;42,4;PayPal;Online;7,4
ORD000144;16/11/2023;C2362;Cliente_34125;SC;63990;FootJoy;P003;Palo Driver;Palos;P003-5084;1;415,60;41,56;374,04;Gift Card;Online;5,84
ORD000145;1/7/2023;C7735;Cliente_49343;NC;70355;FootJoy;P001;Gorra;Accesorios;P001-2192;1;27,31;2,73;24,58;PayPal;Online;11,39
ORD000146;23/6/2023;C6831;Cliente_91294;UT;62928;Titleist;P001;Gorra;Accesorios;P001-6159;1;27,73;0;27,73;Credit Card;Retail;0
ORD000147;1/5/2023;C7702;Cliente_90381;WY;94046;FootJoy;P005;Guante;Accesorios;P005-8688;1;22,57;0;22,57;PayPal;Online;9,18
ORD000148;18/5/2023;C7762;Cliente_36468;LA;17095;Under Armour;P002;Pelotas;Accesorios;P002-3196;1;19,63;0;19,63;Credit Card;Online;9,68
ORD000149;14/1/2023;C4084;Cliente_14594;CO;47284;Ping;P002;Pelotas;Accesorios;P002-2584;1;19,90;0,99;18,91;PayPal;Online;7,05
ORD000150;3/8/2023;C7013;Cliente_32853;HI;35847;Cobra;P003;Palo Driver;Palos;P003-4020;1;412,15;0;412,15;Gift Card;Retail;0
ORD000151;31/5/2024;C7460;Cliente_62786;VT;57068;Under Armour;P008;Camiseta;Ropa;P008-5240;1;47,48;0;47,48;Apple Pay;Online;11,33
ORD000152;1/8/2025;C5792;Cliente_80121;WV;56370;Cobra;P001;Gorra;Accesorios;P001-5781;1;27,98;0;27,98;Apple Pay;Online;3,71
ORD000153;12/7/2025;C6755;Cliente_82349;IA;41953;FootJoy;P001;Gorra;Accesorios;P001-7426;1;24,68;0;24,68;PayPal;Retail;10,45
ORD000154;17/5/2024;C1695;Cliente_85928;OH;19004;Cobra;P004;Palo Hierro;Palos;P004-9561;1;156,12;0;156,12;Gift Card;Retail;7,82
ORD000155;5/5/2025;C4739;Cliente_22253;IL;47849;Under Armour;P005;Guante;Accesorios;P005-5298;2;21,41;0;42,82;Apple Pay;Online;10,46
ORD000156;12/5/2024;C3268;Cliente_96283;NV;34862;Titleist;P008;Camiseta;Ropa;P008-1402;1;44,81;0;44,81;Gift Card;Online;6,74
ORD000157;29/7/2025;C9485;Cliente_86976;IN;35429;FootJoy;P006;Zapatos;Calzado;P006-9706;1;173,46;0;173,46;PayPal;Online;9,38
ORD000158;5/10/2023;C5239;Cliente_58038;UT;23009;Under Armour;P005;Guante;Accesorios;P005-1955;1;21,94;0;21,94;Apple Pay;Online;4,75
ORD000159;1/8/2024;C1163;Cliente_68333;NV;49062;Ping;P005;Guante;Accesorios;P005-1840;1;20,43;0;20,43;Credit Card;Retail;0
ORD000160;29/3/2024;C7119;Cliente_85506;IN;99760;Ping;P005;Guante;Accesorios;P005-7868;1;21,36;0;21,36;Credit Card;Online;11,06
ORD000161;28/4/2024;C1386;Cliente_78685;MT;60220;TaylorMade;P002;Pelotas;Accesorios;P002-5161;3;20,60;0;61,8;PayPal;Online;13,04
ORD000162;20/5/2025;C2941;Cliente_72778;IL;47919;Callaway;P001;Gorra;Accesorios;P001-1607;2;27,94;0;55,88;Credit Card;Retail;0
ORD000163;27/12/2024;C6321;Cliente_90285;SC;25120;Nike Golf;P007;Bolsa de golf;Bolsas;P007-4985;1;198,47;0;198,47;PayPal;Online;9,67
ORD000164;30/9/2025;C2816;Cliente_96673;NV;77447;Titleist;P001;Gorra;Accesorios;P001-4954;1;27,45;0;27,45;PayPal;Online;4,43
ORD000165;28/5/2025;C8051;Cliente_96129;CT;52292;Callaway;P001;Gorra;Accesorios;P001-8256;2;25,14;0;50,28;PayPal;Online;2,05
ORD000166;27/6/2024;C9616;Cliente_73160;WA;87341;Under Armour;P001;Gorra;Accesorios;P001-3525;1;29,00;0;29;PayPal;Retail;11,98
ORD000167;20/12/2024;C4052;Cliente_42284;AZ;49392;Cobra;P001;Gorra;Accesorios;P001-6581;1;29,29;0;29,29;Credit Card;Retail;9,91
